filename,score
100_jpg.rf.1b537eff4b5b06aaead61d0ea2bbc1e9.jpg,12.5
100_jpg.rf.a546b7b235a5666e5820b210ec2d4b09.jpg,13.6
100_jpg.rf.e400a72eadcb4711fa7d3d8af2b8c8d8.jpg,0.0
101_jpg.rf.6e402620b877103d87cc23f963d32e06.jpg,17.1
101_jpg.rf.effd735d180e4e55758f8faa8c7aff77.jpg,3.1
101_jpg.rf.f9859f24b63e129eb973fe56aeadeea0.jpg,0.0
102_jpg.rf.3e87c3d3b2d18836e6806b2917ae8b83.jpg,13.9
102_jpg.rf.5c12c7f157d24ba5cf35219cfb975187.jpg,16.6
102_jpg.rf.b20faac6c031f71dfc0f13cb6f20f949.jpg,14.3
103_jpg.rf.5e1353c2e7b4d8d227017404786fbbb5.jpg,42.2
103_jpg.rf.61ef8464d95a293ff84ac05cd1cf3c9e.jpg,12.0
103_jpg.rf.8a70ce5525f61fa168dd1259580d4a39.jpg,25.8
104_jpg.rf.41092f34540c0bd4a64d0169f3a77e83.jpg,19.4
104_jpg.rf.47bc2228f977c3fc4e2bfd18e7bd8632.jpg,15.9
104_jpg.rf.ee34e547204df5fc9ea2a6ebaedad187.jpg,0.0
105_jpg.rf.0aab9ef9977ef4b201c28e94cbcad694.jpg,8.3
105_jpg.rf.25c57c4e2040b7076ea2ec6b2b6f4ca7.jpg,0.0
106_jpg.rf.4a82bb2bb29adb364806ee1136477f50.jpg,0.0
106_jpg.rf.a4d64ca54e94dbb4d27563e172a7073f.jpg,0.0
106_jpg.rf.f8401c3d59f251a54eec3a70b6d8589a.jpg,0.0
107_jpg.rf.883bb80a1b823f1171ab5d07745e1665.jpg,1.4
107_jpg.rf.8bd26fcc958ebefd5531dbe930beb885.jpg,7.8
107_jpg.rf.a8c53febde0f8dd3a5a98ace80d789b0.jpg,10.7
108_jpg.rf.5f29fd4bf187087eb5f0d7528e64133c.jpg,35.5
108_jpg.rf.c08e9d3301cfd5cea6f04d1fb34fb567.jpg,41.8
108_jpg.rf.e43022b678c58c0257f37d5ad4ad9213.jpg,0.0
109_jpg.rf.6fcfc8954dcebffa654edc1199eec6f6.jpg,15.3
109_jpg.rf.b158198b4801289ad5c4e7d26eae7d91.jpg,17.2
109_jpg.rf.e5c7a734c60f9c07c8672b91b731988d.jpg,17.9
10_jpg.rf.34521c234b58d44650cab30f08e4dd9c.jpg,25.7
10_jpg.rf.398b23cbb672eeaebfd37612792f8a55.jpg,7.9
10_jpg.rf.682e8e02ac07293e9378bcb294c4fb23.jpg,12.2
10_jpg.rf.9c7fea8410b886fbd5dc13a51128f9b5.jpg,9.5
10_jpg.rf.ec7dc796c4c27cf4c24ef5106a384cbd.jpg,29.7
10_jpg.rf.ef8b3633fbc5945511ad8c4e6133fa03.jpg,7.6
110_jpg.rf.04e751bc458954bd5c9cba6d68a8405e.jpg,41.4
110_jpg.rf.d05fd869e2249c718efc7a17ce5ce661.jpg,50.2
110_jpg.rf.e83499aea838f852eec95138ee02f0cf.jpg,17.9
111_jpg.rf.4b742427fd12dbaea2dad029c4a83137.jpg,12.4
111_jpg.rf.4d49dcb3269625f48362071b708185c0.jpg,0.0
111_jpg.rf.cc0cc93b631d83235158d0cfc9f05cab.jpg,34.2
11_jpg.rf.35b6d30c0f8ba4d767d5a704e55aa230.jpg,14.4
11_jpg.rf.668a2a1533e55499c9418d5a3b29a298.jpg,19.8
11_jpg.rf.b1c756a9aaf51cac5a786b3c95af5b9a.jpg,12.1
11_jpg.rf.ba2f4b08fda4d2c5e73f640a06e3fa03.jpg,16.7
11_jpg.rf.bb6c84c0a6a3c7fecf2f3d36144fdbfe.jpg,12.9
11_jpg.rf.c3e61a6108508917063defb492320c23.jpg,11.6
12_jpg.rf.12ae75f5983329e156e24332b851c3fb.jpg,37.9
12_jpg.rf.3340aa227e9b535aea4eb2c195047b37.jpg,2.9
12_jpg.rf.9707f0b7abce22c834b67440158e703b.jpg,52.5
12_jpg.rf.bc9979aa236dc2f0c8eee3498afb0d7a.jpg,17.6
12_jpg.rf.d66aab1976ada81b9be990a172b219bc.jpg,31.6
12_jpg.rf.e357577f403ce3bed26b92fa3e212a2b.jpg,21.3
13_jpg.rf.110847a943b1c31437608be85f757fbe.jpg,0.0
13_jpg.rf.1ceaecc8006a5a3c84f15e154b35d513.jpg,1.1
13_jpg.rf.94db58f44653313e0744025939f51eb2.jpg,0.0
13_jpg.rf.e9dccd50e3f8780c52721dbe78cd748c.jpg,52.1
13_jpg.rf.f0be80d3afbf669eac24ab83b1ab19fb.jpg,10.2
14_jpg.rf.29bdb84052d81414d9642c70cdee2631.jpg,0.0
14_jpg.rf.412a8a1345062ef6ce5233819145d5de.jpg,28.3
14_jpg.rf.420b0afebb0652ffb3ab92fcc78d3b37.jpg,1.5
14_jpg.rf.839bc51f782a8ed21161e384d63b7f58.jpg,18.8
14_jpg.rf.a9b56012c34cfa8f589b4115c849809c.jpg,22.6
14_jpg.rf.df2580701569d88983417bc443368c83.jpg,0.0
15_jpg.rf.068fa87d9a0cc90eb6208f8af9c247d6.jpg,0.0
15_jpg.rf.3574f2c117f847e586495a7408db73f7.jpg,0.0
15_jpg.rf.3eb57cfdc08e232f19c6fd3ccc489601.jpg,18.9
15_jpg.rf.506bd27a783be1679ea126e2eadaf85c.jpg,17.2
15_jpg.rf.a396e88c78ae54bd9cea48a706a54a19.jpg,0.0
15_jpg.rf.a83c7808aaf5f2b17cd360f93a4d44b4.jpg,11.8
16_jpg.rf.0afa9feef352702266c2a1c9daca1902.jpg,5.2
16_jpg.rf.4c229b28525080a2d7b53651c3c20e4c.jpg,0.0
16_jpg.rf.becb7d2466b2a7fdc39a06cc96d6e110.jpg,1.2
16_jpg.rf.edeacc44e1d203cc56069c96481fa47e.jpg,8.4
17_jpg.rf.1888e84a600f99ad68510067e391510b.jpg,0.0
17_jpg.rf.b9dd1a7ca316180b5461a93abbbfa126.jpg,5.5
17_jpg.rf.db34c30ba61da69833a8db51554da32a.jpg,38.9
18_jpg.rf.9bcc1ddac7b7864203ba53a4cd403b00.jpg,2.4
18_jpg.rf.bb9d5f02822d60b64cd5a4c33859ff00.jpg,11.3
18_jpg.rf.ec133686a11ef4ac98544ff9816820c3.jpg,28.8
18_jpg.rf.f68978827e56ab5d2358d5ff0d549ef3.jpg,12.1
19_jpg.rf.154e7dab1402d905903a26c85874da32.jpg,19.2
19_jpg.rf.61190dc3d41f16bfb4a86b751ef2430b.jpg,41.2
19_jpg.rf.7441b23950a83443e4c2eb03bfd4bd3c.jpg,20.1
19_jpg.rf.8b6f8eec9dcf032bba9af4f65fcfad70.jpg,3.8
19_jpg.rf.e3ac6be876aa4a2dcd66b8b07666cc39.jpg,26.5
1_jpg.rf.01366e102e1496aa4643bba4ebb2b2d0.jpg,0.0
1_jpg.rf.614648a0204a6f54eedf978765d13797.jpg,5.4
1_jpg.rf.6f5118a48fd5566673d63d243162efe8.jpg,0.0
1_jpg.rf.77b20e6e263e3f00b1272ba3aa131264.jpg,0.0
1_jpg.rf.a68d09d6095c69ff8a53438bb663e07a.jpg,0.0
2-copy_jpg.rf.3b999673c4adc5f20bf7e8c5ab7f22e0.jpg,0.7
2-copy_jpg.rf.3c44cdc63cfb9aa21e07e51f5b7f0832.jpg,1.1
2-copy_jpg.rf.add29b0cec7a503d5b87ce9b552d431b.jpg,2.3
20_jpg.rf.8eb02cc294d4572f21326c8310e80caa.jpg,5.4
20_jpg.rf.a397e6db29714d75acc3e4f3a5d5db4f.jpg,22.3
20_jpg.rf.d7a709af6e2657fb6cfab1373df66e1f.jpg,17.9
21-copy_jpg.rf.27d9f3cbf9446fa163beb4864b5d7eb6.jpg,3.4
21-copy_jpg.rf.d6222c3884c0eb45b8d4208343249b44.jpg,2.9
21-copy_jpg.rf.f5777644ea63b15ee494e3613d918a89.jpg,2.7
21_jpg.rf.6ba8402a8e9a9bbc23fd40a97c26e776.jpg,0.0
21_jpg.rf.b7cdbce2855a978d53ec58ed8aebff7c.jpg,15.8
21_jpg.rf.fbe33ca4bb336922ca4d8a6090845ec2.jpg,19.2
22_jpg.rf.85a9b87b8e1352bbb6bef7f91839fd4f.jpg,23.1
23_jpg.rf.574402fbb80e832148fb46c4a930d0d7.jpg,17.5
23_jpg.rf.64f42622f864f3b24c30a6139f3b31c5.jpg,19.7
23_jpg.rf.7bccff68709eebfb4a52f2e70f521697.jpg,4.5
24_jpg.rf.5f77125572d147822ab608d9aeb64c48.jpg,9.4
24_jpg.rf.d6e8a5791fb9b028338388224b63855e.jpg,43.0
24_jpg.rf.e336219903111b86e3ad8c7be871037a.jpg,34.1
25-copy_jpg.rf.4921633d789e1dbd8e70d2dc7f1f1587.jpg,0.0
25-copy_jpg.rf.654f515f9d6c851fafe8cffc9fc791d6.jpg,0.0
25-copy_jpg.rf.82fbf025daf17c9e2206c8ca706cdcd1.jpg,0.0
25_jpg.rf.1e114a9f7705dec20cd344b13047e981.jpg,0.0
25_jpg.rf.58eef9d4a5ab6588079f78199263dc70.jpg,0.0
26_jpg.rf.35824a4704afbb10d89ffbddcbe7a51a.jpg,7.0
26_jpg.rf.5896e910f6ca3918f6371a367798133d.jpg,26.7
26_jpg.rf.987757d9dfdfe3d14f6a95d178db55c7.jpg,0.0
26_jpg.rf.be6f2f6d659ddb4ad6946558b5e014de.jpg,12.3
26_jpg.rf.f7ba28ac04d888674be7ae8d711d6a1d.jpg,16.9
27_jpg.rf.569a0a79cff4c5207b22be2f94695767.jpg,0.0
27_jpg.rf.9aabdf4beaff6bb48120a6ee253f68d6.jpg,0.0
27_jpg.rf.b879f3d567c16cdc961c58782912f27c.jpg,16.7
27_jpg.rf.efbdbf5a30cba6ae26d37a87ffba5f0a.jpg,14.0
28_jpg.rf.c02213359cd076cb1597a9e9a3992020.jpg,37.0
28_jpg.rf.cf7b3a6ca8758725bfeeaafc652103c9.jpg,39.4
28_jpg.rf.d70fa8b52a8ca4299dd95c4b2168cfef.jpg,23.8
29_jpg.rf.10c36bba3c3fb5c31d511964212b1cfb.jpg,36.1
29_jpg.rf.e634949b70a76ce901f97d27da1914ab.jpg,27.2
2_jpg.rf.15e80e75c77d5e9acc5d26573098571d.jpg,0.0
2_jpg.rf.409dc82dadebb08702585bdbfb9482e8.jpg,19.9
2_jpg.rf.adf0129d9859f296dfd317f9cc8177b7.jpg,0.0
30_jpg.rf.23f82925ce214aa6bf11e4312738b246.jpg,17.0
30_jpg.rf.40ef663f68e0013a14351cf29bf125c3.jpg,3.3
30_jpg.rf.684c3905581f35f948a9dbc0ed6f444a.jpg,19.2
31_jpg.rf.6a3d86d22e556e9ede7fe3570bc6ce76.jpg,20.7
31_jpg.rf.aba39e911b6ea81d960a0563ab07606b.jpg,16.7
31_jpg.rf.e33beb29dc9cfddea2e5634590a1853f.jpg,51.1
32_jpg.rf.0f22729956b4dcc122b12ebbf4433038.jpg,10.3
32_jpg.rf.263e1e92bb561ae918671297838a39f5.jpg,35.0
32_jpg.rf.bc7eee9643f6d27b610c681ca423c225.jpg,31.8
33_jpg.rf.6f25241eabcfa4d15fe54f2bb805e6ec.jpg,7.0
33_jpg.rf.706a5bf30d70b549b6f46a497de29db2.jpg,0.0
34_jpg.rf.a32157b06fc46a57524d9cacde7e3e9c.jpg,0.0
34_jpg.rf.d94decb906825b75d0b9b63a59a92c6e.jpg,2.6
34_jpg.rf.de3ad826f8bc35182e55d7fb80a7fa19.jpg,0.0
35_jpg.rf.bd2f04fa9449b51b134e49cb4d220168.jpg,0.0
35_jpg.rf.ff34eddba9c44c740bc7cf53b6fcfc5d.jpg,0.0
36_jpg.rf.3c17151ea4bb42cca41e7db4de3111da.jpg,0.0
36_jpg.rf.6408549e77d5fca8b2177e0e4e68a3a5.jpg,16.7
36_jpg.rf.649a5e0fe9e4066c2de6463b68b84892.jpg,13.7
37_jpg.rf.365462542a1778a4e1589aa86738fabb.jpg,0.0
37_jpg.rf.c2084a96ee97e0d49157aa25c5126786.jpg,0.0
37_jpg.rf.ea27926059f7585734d4f7cd3867a2dd.jpg,6.1
38_jpg.rf.4fa4ff24b0bfe2c98d7922b759726ecc.jpg,19.1
38_jpg.rf.9918b1804d58cc945e1e82ff57532b19.jpg,0.0
39_jpg.rf.b9f82ae48b4e8540f75da67b7166d716.jpg,0.0
39_jpg.rf.bf9f7041bc3b020c52ac78286e139787.jpg,0.0
39_jpg.rf.c4557a56814d2ebcf7924b1940e0c8cd.jpg,0.0
3_jpg.rf.6b7a626463f654e12ea5d4af3c725ab8.jpg,3.0
3_jpg.rf.a634afdd4f189c50434e0fe836df25e5.jpg,2.8
3_jpg.rf.c8df5373a60b4f3be745bf7789bc5fe2.jpg,19.3
3_jpg.rf.cd475fb900e4372de1255538a303575e.jpg,7.3
3_jpg.rf.cde593c2371be4eff273de97e27ddb73.jpg,19.2
3_jpg.rf.ec6a05b6c65660afa0e3e8cdce31cc25.jpg,18.8
40_jpg.rf.3946233fd6ea7bee1b390a00e4ff27c8.jpg,0.0
41_jpg.rf.2f7210970d79c813fac0760876400c1b.jpg,10.9
41_jpg.rf.9aec924c6c829b0259c0ff54c1790c16.jpg,0.6
41_jpg.rf.a066dcce1cbaeb68a636628e670d2f65.jpg,14.0
42_jpg.rf.386231eb6c6ab717d0b315a61ed9f1eb.jpg,3.1
42_jpg.rf.42d88f4a7b7b36fe4778c6e662dd48ad.jpg,6.7
42_jpg.rf.a49417d04d903ff86be9f680224ed05c.jpg,14.6
43_jpg.rf.0187c2a14ad90aa072e55a282e5d1995.jpg,12.2
43_jpg.rf.ceb75780dbb71cc95a990a7f90775e15.jpg,0.0
43_jpg.rf.d087265ece73e0a6d6b07e6635a9a431.jpg,47.9
44_jpg.rf.1c01b39a497d7438ad9ad941917af212.jpg,0.5
44_jpg.rf.57b9db01a96e8dcf7dc9a7ebcfc08a64.jpg,2.6
44_jpg.rf.9d237ee9ae2576daad82e1f90063501f.jpg,7.2
45_jpg.rf.9144a80020971eddb2e57587118cd6c4.jpg,16.0
45_jpg.rf.f44a05205438d6e737aa29967a19003a.jpg,50.1
46_jpg.rf.156231bcd97531b6af0b1982c3f5a549.jpg,15.1
46_jpg.rf.74e6a5fceec4b305f41e10af52a47f28.jpg,0.0
46_jpg.rf.e96297042bf8b188e66a068ad3868ada.jpg,0.0
47_jpg.rf.7a69bef392ac09bfd326c048bf82f8c5.jpg,0.0
48_jpg.rf.d1e5a65ecb128e8b07c047cfbb7c5902.jpg,15.3
48_jpg.rf.d86bc3ef0e0dc111a518d72132723e9a.jpg,0.0
48_jpg.rf.f74fa1c4281d2ffc3a9cf4ec217b697f.jpg,18.1
49_jpg.rf.010e332596849357fdf418c351524ae3.jpg,0.2
49_jpg.rf.17e1e21b834c7a7b2f61156c51f9b505.jpg,13.0
49_jpg.rf.977bc3862e9e6a7d8105fa1bd80817bc.jpg,1.3
4_jpg.rf.4e547159f901c560fcb02ce98bada605.jpg,0.0
4_jpg.rf.738cbf0452cdb6b52bb78d992f7ce390.jpg,0.0
4_jpg.rf.7e3872c426198c9e8e2cd6e215038c91.jpg,0.0
4_jpg.rf.ecb9aeef969347064b5d481ce72d6431.jpg,3.7
50_jpg.rf.17a5652eb66ee00324d51666f8d2dce8.jpg,0.0
50_jpg.rf.1d8a37d7a504a4e7f27ab162c45be2f9.jpg,32.3
51_jpg.rf.0ce825708adb9253440bef642b02f793.jpg,2.9
51_jpg.rf.809b106e4ce5e57cb0923cf77f499e03.jpg,0.0
51_jpg.rf.adca723214053cb9a15d7354f1ddcd8b.jpg,0.0
52_jpg.rf.68f6a7fded39ee4a28229b2851ac9ae5.jpg,0.0
52_jpg.rf.72838b4397517b201bba6b70e99121c6.jpg,14.7
52_jpg.rf.8c71be7dbeb64ce591ba20798e245300.jpg,31.9
53_jpg.rf.9aeb210d8ae4872b4db2ec01b1d4ec35.jpg,10.9
53_jpg.rf.aaafbc2f6d0c67cb3b49ed81c509222c.jpg,42.5
53_jpg.rf.b5569e90c0b54d70ed9775f9af90c3cd.jpg,10.6
54_jpg.rf.7c3693e0b8ac9b9992e18845c7ece76f.jpg,17.8
55_jpg.rf.1003a00faae3f79468ebea8a85dbd51c.jpg,0.0
55_jpg.rf.80174d9f603ad3f8ef6bacaad19b643b.jpg,0.0
55_jpg.rf.d011d8ba16e86a4bf38268c94e76d9fe.jpg,0.0
56_jpg.rf.2bd1f1b3c153a674aba6d6cd8c150736.jpg,3.6
56_jpg.rf.38d871c447f35a4b1c90adf4867aa70e.jpg,0.0
56_jpg.rf.f184022d739d92814bd0928163bc841d.jpg,0.0
57_jpg.rf.0fc97aaf981f45acd174f5d1d6bf4fab.jpg,0.0
57_jpg.rf.231a0622647ddd90497e44de1f848e56.jpg,0.0
57_jpg.rf.852af7a7db5efce5a701bf2e7d2f75d4.jpg,16.0
58_jpg.rf.ada666bf712404214c82bc0baeecea53.jpg,18.3
58_jpg.rf.c10e19a2e0be25010b0398f3a93e0e76.jpg,44.8
58_jpg.rf.f6df30574bee2276e74aa80459f8b957.jpg,28.6
59_jpg.rf.0ce1cced201d0f262204c0bdc29d5f94.jpg,0.0
59_jpg.rf.15f9d78ef241c7b81fcd5ab7a8b9e9c6.jpg,7.8
5_jpg.rf.3c8f667822d1626cd105d1fa83dce1a5.jpg,0.0
5_jpg.rf.4d6a01ab32bb6a95e19fa06e4583318e.jpg,0.0
5_jpg.rf.53f8c19f946a992507902baabbd8b445.jpg,0.0
5_jpg.rf.e09af9909b48fda74463bf9316ee4255.jpg,0.0
5_jpg.rf.ff2a67b4f7a08c51d82aa88d858a205b.jpg,0.0
6-copy_jpg.rf.8bdcfef896b0de7a4a8db6ec8ac40be4.jpg,33.5
6-copy_jpg.rf.b1e7a1d7703735a039c5aa00243c499e.jpg,0.0
6-copy_jpg.rf.de10b93132158e2e4cd9efa46627b6d2.jpg,12.6
60_jpg.rf.30b7be9ebbe0ee2e2502b7aa5144b9e0.jpg,0.0
60_jpg.rf.8963a6a332047a2005dea7937ec6101e.jpg,9.1
60_jpg.rf.fa8259e6c2eb18aea78aead4a8d57e2c.jpg,18.0
61_jpg.rf.21b2057a67215e55e1cf23b44d9a240c.jpg,0.0
61_jpg.rf.2637b0391451080cdf9cd3e626e138fc.jpg,0.0
62_jpg.rf.0b873da2957f32ec35a9bdda851efc76.jpg,0.0
62_jpg.rf.200167b4db627a67f948952dca496b50.jpg,0.0
62_jpg.rf.ea8d8cf35688e0d50cb731e6da44e773.jpg,0.0
63_jpg.rf.0d5fdc989854d952403c0399950e33b6.jpg,8.0
63_jpg.rf.88179210c504098b193d95e8d4d7356f.jpg,6.0
63_jpg.rf.8a23871ae717bfd6e45aa756f766aa79.jpg,6.5
64_jpg.rf.a8667e937de87afaea5deb60224242be.jpg,29.8
64_jpg.rf.ddce299e78aa07236a43b16d9a721b18.jpg,0.0
64_jpg.rf.e42b795905696b35fbc4f8abc115948d.jpg,34.5
65_jpg.rf.060388f17c0df9457fe5df86a87f98eb.jpg,18.1
65_jpg.rf.653bfe02c07f0a6cc2599be10f83183e.jpg,16.7
65_jpg.rf.9cfbc3a433813a716037999579b494a8.jpg,11.3
66_jpg.rf.166c467136a0ae3fcef63462547f9439.jpg,10.8
66_jpg.rf.e6cadc717f02e26c86fb53d5394f4f99.jpg,11.5
66_jpg.rf.fabb4df590168186a9836656c2ad568a.jpg,9.4
67_jpg.rf.321c6ac98be00d809b6491666ff2f22c.jpg,48.0
67_jpg.rf.4c28b28bb5af04b0137743c8929cc02b.jpg,0.0
67_jpg.rf.873fca65e884b608b6556965061a2574.jpg,0.0
68_jpg.rf.4045623425685c3f0b77d3b611da0e0e.jpg,24.8
68_jpg.rf.44c961d17444dd59a836ef89d57ff1ea.jpg,29.9
69_jpg.rf.16c582c7eb2bc51851d7151c2a7dbd27.jpg,30.2
69_jpg.rf.57e08c460049986becf3c0e0878cf6f1.jpg,19.9
69_jpg.rf.fbd4ec9e8c2c018a916a4f8825309e6e.jpg,6.7
6_jpg.rf.006f34d816428007dc2af79ec72e2d5c.jpg,0.0
6_jpg.rf.15234023f0927308c1aa7b3f9ba98d8f.jpg,0.0
6_jpg.rf.e301cbd250202814e3c6d2f848e5c4db.jpg,0.0
70_jpg.rf.56845238cdb4fc51ed5b16cfaa51a495.jpg,12.8
70_jpg.rf.695008b6cc0b7233e14d378fa15f0259.jpg,10.8
70_jpg.rf.90ec595ad07078b427f1a63210d663af.jpg,26.7
71_jpg.rf.ad37ceb710dffe7fa2ca8315f97862ae.jpg,12.1
71_jpg.rf.c63131e86539b4d002499f3be6a30003.jpg,8.6
72_jpg.rf.3a7ffe44f315da66eb268dba86402f72.jpg,25.0
72_jpg.rf.7f3e2edf7c51cf42872d5e32d048a5d6.jpg,0.0
72_jpg.rf.9901bc3dcfe4fa66bc4c06cda7e78140.jpg,0.0
73_jpg.rf.3127048c55f0f796e9e8816f23fc86a2.jpg,1.0
73_jpg.rf.9f5b556426f18b7be4147d1965ddb1d8.jpg,6.9
73_jpg.rf.dc9346bf96ce8f8743983599aef760bf.jpg,0.0
74_jpg.rf.b711d3bbf9821e70545953474c44f1da.jpg,0.0
74_jpg.rf.cb1a5399a1a21aaea415a1485179ea4f.jpg,0.0
74_jpg.rf.e0d7131cd47e1f69122b16caf0543c10.jpg,4.8
75_jpg.rf.24db755a98790c65cbda72f503c11d45.jpg,17.0
75_jpg.rf.8ab6ebc78d7b8acbcd9597e86553358c.jpg,11.7
76_jpg.rf.23885c03646df22225e0a8d25e444e2c.jpg,15.0
76_jpg.rf.2aff16de55fc13367af870a375448856.jpg,0.0
76_jpg.rf.4de67dca6ca0003f31d739043ec22b8b.jpg,14.0
77_jpg.rf.04bcc8299fbb6af6f02213d57d1f5ecf.jpg,13.3
77_jpg.rf.633c2eb676c570d7d816206c176c5f33.jpg,16.4
77_jpg.rf.a173776b07458b0331cfa999f136d95c.jpg,7.5
78_jpg.rf.0eb0d7dfa524433d69a76aba67402311.jpg,1.6
78_jpg.rf.7a1cf09d109b49913802070d7b2c0415.jpg,13.4
78_jpg.rf.bc78bb975dbed50bab3d984969f345bb.jpg,14.0
79_jpg.rf.a4a4819b204cb4f9e291086f6018970b.jpg,0.0
79_jpg.rf.c1e68f699b679e73b148cef239cd3d5a.jpg,55.6
79_jpg.rf.cadca96b6b48c88fb1e0a4be6a86b63f.jpg,17.9
7_jpg.rf.2c40bd4acf43e681adfea036ffb08765.jpg,19.2
7_jpg.rf.3cb65b59f0aba45241d89e526c4b3173.jpg,11.5
7_jpg.rf.50ddb460ec169b06a8397516eef0bb5e.jpg,29.8
7_jpg.rf.5b0821249a57961a783e1f2121fa1ace.jpg,2.0
7_jpg.rf.8b5c4d8aaa84c654a84572b16671cabe.jpg,5.5
7_jpg.rf.a412a7b1537181a3527d01a1849df289.jpg,0.0
80_jpg.rf.8d7049bd209c303642f4a50f6d31a989.jpg,0.0
80_jpg.rf.9c573c1093c456dc584e58c4606e62d6.jpg,0.0
80_jpg.rf.b00a479a09f59fd8daec5d51bc70f73c.jpg,1.2
81_jpg.rf.1235f623ef6d8bbca70ed55167c62195.jpg,24.7
81_jpg.rf.f5a3e7da523fac3b0f3c9524018836b9.jpg,0.0
82_jpg.rf.558564d195d0636826885e3c909a1977.jpg,13.9
82_jpg.rf.84e6eaeb97e427c52b68541cf0de046b.jpg,0.0
82_jpg.rf.b632d75aa696d4d64b3f2d57b4d66ee5.jpg,16.4
84_jpg.rf.33be903337c408f5691cb75dcb0e8765.jpg,29.8
84_jpg.rf.881722a3fb84d209d9d8b8795e8328ea.jpg,18.3
84_jpg.rf.935388cdc4b2bb658b9999408f595f14.jpg,14.4
85_jpg.rf.33f5bf0cdc8e9a16c1f24b66ed597629.jpg,0.0
86_jpg.rf.19e8e721db98fae599382837cf92699b.jpg,14.8
86_jpg.rf.301e7dabb8ef676aa6bc094e39dd204c.jpg,19.5
86_jpg.rf.e597b4fe7ad286193ba3fa67781267ae.jpg,0.0
89_jpg.rf.5d831d546e5d5570273974354ed95604.jpg,13.5
89_jpg.rf.888a1daf3a294c0f366217abe810fd87.jpg,8.1
89_jpg.rf.a3de3afc537ae02e2853a599b922bdce.jpg,31.4
8_jpg.rf.40ccc24e2988bed9b600836dc77438f5.jpg,0.0
8_jpg.rf.4e5d89dfe0755eacc43058bffeeb69af.jpg,0.0
8_jpg.rf.5b8a530235fdf0732b59b2abe45773df.jpg,0.0
8_jpg.rf.ae76edf6a81d57e8baafda77285e3ddd.jpg,0.0
8_jpg.rf.b5af8c45e6ee2ad40d76fb46d8e1fc95.jpg,21.4
8_jpg.rf.eb601a84dee0fe13e97c67c72f069d52.jpg,15.2
9-copy_jpg.rf.116a3a788c56abf61e0bf5cb4ff998b3.jpg,9.5
9-copy_jpg.rf.6fd20066760756fa2321f3ade11bc524.jpg,9.6
9-copy_jpg.rf.a4a0b34c1f7d94affe7cd9382e9260a9.jpg,10.8
90_jpg.rf.4ba050416fe03aa08c723f81c89fa7b7.jpg,20.7
90_jpg.rf.84be9162c6a59810bf1ae67d5b7a0d7f.jpg,0.4
90_jpg.rf.d0f52e3b0aa3bc0006288a28e8561d1e.jpg,1.0
91_jpg.rf.5f4613a2490891775f46ef3d1dd5b671.jpg,30.5
91_jpg.rf.6ecd8d524c3f920d2cb5dd11f96fd9ed.jpg,20.8
91_jpg.rf.ea2a2689a2d264385f0241dd8af7a66c.jpg,29.8
92_jpg.rf.296ff7faf3c96730b52d6a3a3bfdb986.jpg,8.0
92_jpg.rf.4af7ef57fa29148908b87773e17dbcac.jpg,7.9
92_jpg.rf.91e21269eb270b27c29032f8b2c8127e.jpg,8.5
93_jpg.rf.53b11af62a1589565f68300be1a788e4.jpg,0.0
93_jpg.rf.71306d7de6f1b35133b032c24db065e4.jpg,0.0
93_jpg.rf.bbfeb67d079c807ffda00eed399a92ce.jpg,1.8
94_jpg.rf.1ee14d62e57df59de1c99432d93cd274.jpg,0.0
94_jpg.rf.39887e8590b912bf3d6dbd5668184578.jpg,0.0
94_jpg.rf.e299e182f96483232f31144190a73ecb.jpg,0.0
95_jpg.rf.bca929d3caed8b6f270bce4452a433d7.jpg,13.2
95_jpg.rf.bfbd2db32ecaab0fbf571fd5bb82a514.jpg,8.1
96_jpg.rf.00e862494d6eb41ec4db196f181c2c67.jpg,6.8
96_jpg.rf.655e8d078686fa911a4ee2f08b62e238.jpg,3.2
96_jpg.rf.a8ae3aeba3eec56d6258ec37111e2513.jpg,3.9
97_jpg.rf.2064047a0b981b3a19d5c8f4d5cfc542.jpg,1.3
97_jpg.rf.df49591d6c9e28b64d3d96380df9fb37.jpg,3.5
97_jpg.rf.ed40c4941a5ba429eed40e4d28a976e8.jpg,9.6
98_jpg.rf.4e199bb7fe233c92c1f01927961421c9.jpg,21.5
98_jpg.rf.6b1061825cdec9a28e3bb646be25be3c.jpg,0.0
98_jpg.rf.b463535f0a8af635aef575020c8e384f.jpg,13.1
99_jpg.rf.232543e1af1b1e86161e4f0fd7322538.jpg,34.6
99_jpg.rf.bd97046ee2de0d2d92008a54bd372d20.jpg,0.0
9_jpg.rf.1b7571ac8daeb09619db59c1a4815bdd.jpg,0.0
9_jpg.rf.61c6db9b5ff07ec34a60267adaad30f7.jpg,18.3
9_jpg.rf.80659c6ef8eb2d233ef2abbfca48c493.jpg,0.0
